"","epci","commune","numero_d_immatriculation","date_d_immatriculation","date_de_la_derniere_maj","type_de_syndic_benevole_professionnel_non_connu","identification_du_representant_legal_raison_sociale_et_le_numer","raison_sociale_du_representant_legal","siret_du_representant_legal","code_ape","commune_du_representant_legal","mandat_en_cours_dans_la_copropriete","date_de_fin_du_dernier_mandat","nom_d_usage_de_la_copropriete","adresse_de_reference","numero_et_voie_adresse_de_reference","code_postal_adresse_de_reference","commune_adresse_de_reference","adresse_complementaire_1","adresse_complementaire_2","adresse_complementaire_3","nombre_d_adresses_complementaires","long","lat","date_du_reglement_de_copropriete","residence_service","syndicat_cooperatif","syndicat_principal_ou_syndicat_secondaire","si_secondaire_n_d_immatriculation_du_principal","nombre_d_asl_auxquelles_est_rattache_le_syndicat_de_coproprieta","nombre_d_aful_auxquelles_est_rattache_le_syndicat_de_copropriet","nombre_d_unions_de_syndicats_auxquelles_est_rattache_le_syndica","nombre_total_de_lots","nombre_total_de_lots_a_usage_d_habitation_de_bureaux_ou_de_comm","nombre_de_lots_a_usage_d_habitation","nombre_de_lots_de_stationnement","periode_de_construction","reference_cadastrale_1","code_insee_commune_1","prefixe_1","section_1","numero_parcelle_1","reference_cadastrale_2","code_insee_commune_2","prefixe_2","section_2","numero_parcelle_2","reference_cadastrale_3","code_insee_commune_3","prefixe_3","section_3","numero_parcelle_3","nombre_de_parcelles_cadastrales","nom_qp_2015","code_qp_2015","nom_qp_2024","code_qp_2024","copro_dans_acv","copro_dans_pvd","code_de_pdp","copro_dans_pdp","copro_aidee","code_officiel_commune","nom_officiel_commune","code_officiel_arrondissement_commune","nom_officiel_arrondissement_commune","code_officiel_epci","nom_officiel_epci","code_officiel_departement","nom_officiel_departement","code_officiel_region","nom_officiel_region"
"364407",200057875,"93010","AE9944919","2019-04-03","2025-10-04","professionnel","CABINET AJOA GESTION 80506069600020","CABINET AJOA GESTION ","80506069600020","6832A","AULNAY SOUS BOIS","Mandat en cours","2027-09-15","SDC 42 ALLEE THERESE","42 all therese 93140 Bondy","42 all therese",93140,"Bondy","non connu","non connu","non connu",0,2.49909,48.903976,"1996-10-26","non","non","oui","non connu",0,0,0,10,3,3,3,"DE_1994_A_2000","930100000Y0131","93010","000","0Y","0131","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu",1,"","","","","Non","Non","",0,"Non","93010","Bondy","93010","Bondy",200057875,"T8 -  Est Ensemble","93","Seine-Saint-Denis","11","Ile-de-France"
"365855",200057875,"93010","AF0210716","2019-06-06","2025-08-24","non connu","non connu","non connu","non connu","non connu","non connu","Pas de mandat en cours","2021-03-10","10 RUE MICHELET","10 r michelet 93140 Bondy","10 r michelet",93140,"Bondy","non connu","non connu","non connu",0,2.471651,48.900251,"1984-07-11","oui","non","oui","non connu",0,0,0,12,4,4,0,"AVANT_1949","93010000AG0139","93010","000","AG","0139","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu",1,"","","","","Non","Non","",0,"Non","93010","Bondy","93010","Bondy",200057875,"T8 -  Est Ensemble","93","Seine-Saint-Denis","11","Ile-de-France"
"369262",200057875,"93010","AF0819680","2019-04-20","2026-01-03","non connu","non connu","non connu","non connu","non connu","non connu","Mandat expiré sans successeur déclaré","2025-12-31","SDC 103 AVENUE CARNOT","103 Avenue Carnot 93140 Bondy","103 Avenue Carnot",93140,"Bondy","non connu","non connu","non connu",0,2.480581,48.897714,"2017-07-03","non","non","oui","",0,0,0,46,28,28,18,"A_COMPTER_DE_2011","93010000AK0012","93010","000","AK","0012","93010000AK0013","93010","000","AK","0013","93010000AK0125","93010","000","AK","0125",0,"","","","","Non","Non","",0,"Non","93010","BONDY","93010","Bondy",200057875,"T8 -  Est Ensemble","93","Seine-Saint-Denis","11","Ile-de-France"
"370019",200057875,"93010","AF0968008","2019-04-29","2025-08-24","non connu","non connu","non connu","non connu","non connu","non connu","Pas de mandat en cours","2025-03-02","Le Maupassant","60 av genevieve anthonioz de gaulle 93140 Bondy","60 av genevieve anthonioz de gaulle",93140,"Bondy","non connu","non connu","non connu",0,2.489043,48.894742,"2004-10-15","non","non","oui","non connu",0,0,0,22,22,22,0,"DE_2001_A_2010","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu",0,"","","","","Non","Non","",0,"Non","93010","Bondy","93010","Bondy",200057875,"T8 -  Est Ensemble","93","Seine-Saint-Denis","11","Ile-de-France"
"370439",200057875,"93010","AF1040591","2019-05-06","2025-11-15","professionnel","SARL ADVISORING IMMOBILIER 52804856400033","SARL ADVISORING IMMOBILIER ","52804856400033","6832A","PARIS 11","Mandat en cours","2026-07-23","LES ACACIAS","28 r etienne dolet 93140 Bondy","28 r etienne dolet",93140,"Bondy","32 r etienne dolet 93140 Bondy","non connu","non connu",1,2.477585,48.891637,"1967-05-11","non","non","oui","non connu",0,0,0,454,71,70,154,"DE_1961_A_1974","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu",0,"","","","","Non","Non","",0,"Non","93010","Bondy","93010","Bondy",200057875,"T8 -  Est Ensemble","93","Seine-Saint-Denis","11","Ile-de-France"
"372147",200057875,"93010","AF1435528","2019-05-09","2025-08-24","non connu","non connu","non connu","non connu","non connu","non connu","Pas de mandat en cours","2023-09-29","O' COEUR 41/45  AVENUE CARNOT","0' COEUR 41/45 AVENUE CARNOT 93140 BONDY","0' COEUR 41/45 AVENUE CARNOT",93140,"BONDY","non connu","non connu","non connu",0,2.482155,48.900622,"2014-06-19","non","non","oui","non connu",0,0,0,86,49,49,28,"A_COMPTER_DE_2011","93010000AC0010","93010","000","AC","0010","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu",1,"","","","","Non","Non","",0,"Non","93010","BONDY","93010","Bondy",200057875,"T8 -  Est Ensemble","93","Seine-Saint-Denis","11","Ile-de-France"
"376702",200057875,"93010","AF2208890","2019-05-27","2025-08-24","non connu","non connu","non connu","non connu","non connu","non connu","Pas de mandat en cours","","20 Avenue des Sciences","20 av des sciences 93140 Bondy","20 av des sciences",93140,"Bondy","non connu","non connu","non connu",0,2.495272,48.892904,"1955-08-24","non","non connu","oui","non connu",NA,NA,NA,2,2,2,0,"non renseigné","93010000AQ0114","93010","000","AQ","0114","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu",1,"","","","","Non","Non","",0,"Non","93010","Bondy","93010","Bondy",200057875,"T8 -  Est Ensemble","93","Seine-Saint-Denis","11","Ile-de-France"
"376822",200057875,"93010","AF2225548","2019-06-03","2025-08-24","non connu","non connu","non connu","non connu","non connu","non connu","Pas de mandat en cours","2021-03-10","SDC 130 SALENGRO","130 r roger salengro 93140 Bondy","130 r roger salengro",93140,"Bondy","non connu","non connu","non connu",0,2.477175,48.895751,"2006-07-07","non","non","oui","",0,0,0,4,2,2,0,"DE_2001_A_2010","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu",0,"","","","","Non","Non","",0,"Non","93010","BONDY","93010","Bondy",200057875,"T8 -  Est Ensemble","93","Seine-Saint-Denis","11","Ile-de-France"
"378888",200057875,"93010","AF2561074","2020-08-11","2025-08-24","bénévole","Identité non partagée en Open Data","Identité non partagée en Open Data","non connu","non connu","BONDY","Mandat en cours","2028-03-30","Michel CRACCO","7 all rulhiere 93140 Bondy","7 all rulhiere",93140,"Bondy","non connu","non connu","non connu",0,2.473892,48.901337,"1957-07-08","non","oui","oui","non connu",0,0,0,9,5,5,0,"AVANT_1949","93010000AH0015","93010","000","AH","0015","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu",1,"","","","","Non","Non","",0,"Non","93010","Bondy","93010","Bondy",200057875,"T8 -  Est Ensemble","93","Seine-Saint-Denis","11","Ile-de-France"
"379861",200057875,"93010","AF2720399","2020-05-12","2025-10-04","professionnel","BERYL IMMOBILIER 39908255100041","BERYL IMMOBILIER ","39908255100041","6832A","PARIS 11","Mandat en cours","2027-03-20","SDC BONDY JORELLE","30 av genevieve anthonioz de gaulle 93140 Bondy","30 av genevieve anthonioz de gaulle",93140,"Bondy","r marguerite duras, 93140 Bondy","non connu","non connu",1,2.489495,48.89339,"2002-04-15","non","non","oui","non connu",1,0,0,85,43,43,42,"NON_CONNUE","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu",0,"","","","","Non","Non","",0,"Non","93010","Bondy","93010","Bondy",200057875,"T8 -  Est Ensemble","93","Seine-Saint-Denis","11","Ile-de-France"
"380766",200057875,"93010","AF2875409","2019-06-18","2025-08-24","non connu","non connu","non connu","non connu","non connu","non connu","Pas de mandat en cours","","6 allée de l'Egalité 93140 BONDY","6 all de l'egalite 93140 Bondy","6 all de l'egalite",93140,"Bondy","non connu","non connu","non connu",0,2.474613,48.899182,"1963-01-09","non","non connu","oui","non connu",NA,NA,NA,6,2,2,0,"non renseigné","93010000AI0055","93010","000","AI","0055","93010000AI0056","93010","000","AI","0056","","non connu","non connu","non connu","non connu",2,"","","","","Non","Non","",0,"Non","93010","Bondy","93010","Bondy",200057875,"T8 -  Est Ensemble","93","Seine-Saint-Denis","11","Ile-de-France"
"383921",200057875,"93010","AF3362977","2019-07-03","2025-08-24","non connu","non connu","non connu","non connu","non connu","non connu","Pas de mandat en cours","","43 bis Rue Paul Renaud","43B r paul renaud 93140 Bondy","43B r paul renaud",93140,"Bondy","non connu","non connu","non connu",0,2.476769,48.910122,"1970-02-12","non","non connu","oui","non connu",NA,NA,NA,2,1,1,0,"non renseigné","930100000H0059","93010","000","0H","0059","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu",1,"Abreuvoir - Bondy Nord - Bondy Centre - Pont-De-Bondy - La Sablière - Secteur Sud","QP093014","Abreuvoir - Bondy Nord - Bondy Centre - Pont-De-Bondy - La Sablière - Secteur Sud","QN09314M","Non","Non","",0,"Non","93010","Bondy","93010","Bondy",200057875,"T8 -  Est Ensemble","93","Seine-Saint-Denis","11","Ile-de-France"
"384042",200057875,"93010","AF3381373","2019-07-10","2025-08-24","bénévole","Identité non partagée en Open Data","Identité non partagée en Open Data","non connu","non connu","PLUMELIAU","Mandat en cours","2026-01-31","pavillon","38 all corneille 93140 Bondy","38 all corneille",93140,"Bondy","non connu","non connu","non connu",0,2.492755,48.895231,"1965-08-13","non","non","oui","non connu",0,0,0,12,4,4,0,"AVANT_1949","93010000AN0034","93010","000","AN","0034","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu",1,"","","","","Non","Non","",0,"Non","93010","Bondy","93010","Bondy",200057875,"T8 -  Est Ensemble","93","Seine-Saint-Denis","11","Ile-de-France"
"384103",200057875,"93010","AF3389707","2019-07-04","2025-08-24","non connu","non connu","non connu","non connu","non connu","non connu","Pas de mandat en cours","","55 rue Michelet","55 r michelet 93140 Bondy","55 r michelet",93140,"Bondy","non connu","non connu","non connu",0,2.475664,48.899512,"1961-04-18","non","non connu","oui","non connu",NA,NA,NA,14,4,4,0,"AVANT_1949","93010000AH0126","93010","000","AH","0126","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu",1,"","","","","Non","Non","",0,"Non","93010","Bondy","93010","Bondy",200057875,"T8 -  Est Ensemble","93","Seine-Saint-Denis","11","Ile-de-France"
"387547",200057875,"93010","AF3931813","2019-07-19","2025-08-24","non connu","non connu","non connu","non connu","non connu","non connu","Pas de mandat en cours","","SDC DU 137-139 RUE AUGUSTE BLANQUI 93140 BONDY","137/139 r louis auguste blanqui 93140 Bondy","137/139 r louis auguste blanqui",93140,"Bondy","non connu","non connu","non connu",0,2.490805,48.898171,"1976-06-09","non","non connu","oui","non connu",NA,NA,NA,3,3,2,0,"non renseigné","93010000az0012","93010","000","az","0012","93010000az0013","93010","000","az","0013","","non connu","non connu","non connu","non connu",2,"","","","","Non","Non","",0,"Non","93010","Bondy","93010","Bondy",200057875,"T8 -  Est Ensemble","93","Seine-Saint-Denis","11","Ile-de-France"
"389767",200057875,"93010","AF4283917","2019-08-05","2025-08-30","professionnel","CABINET LOISELET PERE FILS ET DAIGREMONT 54206101500484","CABINET LOISELET PERE FILS ET DAIGREMONT ","54206101500484","6832A","BOULOGNE-BILLANCOURT","Mandat en cours","2028-07-27","2VGS","2 Villa Gabriel Seailles 93140 Bondy","2 Villa Gabriel Seailles",93140,"Bondy","2/4 Villa Gabriel Seailles 93140 BONDY","non connu","non connu",1,2.470918,48.902032,"2001-07-16","non","non","oui","non connu",0,0,0,104,50,48,0,"NON_CONNUE","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu",0,"","","","","Non","Non","",0,"Non","93010","BONDY","93010","Bondy",200057875,"T8 -  Est Ensemble","93","Seine-Saint-Denis","11","Ile-de-France"
"397785",200057875,"93010","AF5548169","2019-09-17","2025-08-24","non connu","non connu","non connu","non connu","non connu","non connu","Pas de mandat en cours","","SDC 200 RUE EDOUARD VAILLANT","200 r edouard vaillant 93140 Bondy","200 r edouard vaillant",93140,"Bondy","non connu","non connu","non connu",0,2.494698,48.894146,"1998-08-26","non","non connu","oui","non connu",NA,NA,NA,25,9,9,0,"non renseigné","93010000AQ0079","93010","000","AQ","0079","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu",1,"","","","","Non","Non","",0,"Non","93010","Bondy","93010","Bondy",200057875,"T8 -  Est Ensemble","93","Seine-Saint-Denis","11","Ile-de-France"
"401658",200057875,"93010","AF6170435","2019-10-09","2025-08-24","non connu","non connu","non connu","non connu","non connu","non connu","Pas de mandat en cours","2024-09-30","résidence le hameau de la forge","78 r edouard vaillant 93140 Bondy","78 r edouard vaillant",93140,"Bondy","non connu","non connu","non connu",0,2.485285,48.89546,"2019-10-03","non","non","oui","non connu",0,0,0,97,37,37,60,"DE_1975_A_1993","93010000AS0145","93010","000","AS","0145","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu",1,"","","","","Non","Non","",0,"Non","93010","Bondy","93010","Bondy",200057875,"T8 -  Est Ensemble","93","Seine-Saint-Denis","11","Ile-de-France"
"404571",200057875,"93010","AF6629737","2019-10-31","2025-08-24","non connu","non connu","non connu","non connu","non connu","non connu","Pas de mandat en cours","2023-06-30","SDC COEUR BONDY","111 av carnot 93140 Bondy","111 av carnot",93140,"Bondy","103 av carnot 93140 Bondy","non connu","non connu",1,2.480405,48.897367,"2016-06-24","oui","non","oui","non connu",0,0,0,69,28,28,41,"A_COMPTER_DE_2011","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu",0,"","","","","Non","Non","",0,"Non","93010","Bondy","93010","Bondy",200057875,"T8 -  Est Ensemble","93","Seine-Saint-Denis","11","Ile-de-France"
"411451",200057875,"93010","AF7722283","2019-12-13","2025-08-24","professionnel","EVAM-GID 39072049800034","EVAM-GID ","39072049800034","6832A","AULNAY SOUS BOIS","Mandat en cours","2026-01-04","CARNOT","48 av carnot 93140 Bondy","48 av carnot",93140,"Bondy","non connu","non connu","non connu",0,2.481559,48.900108,"1964-05-25","non","non","oui","non connu",0,0,0,27,9,8,9,"DE_1961_A_1974","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu",0,"","","","","Non","Non","",0,"Non","93010","Bondy","93010","Bondy",200057875,"T8 -  Est Ensemble","93","Seine-Saint-Denis","11","Ile-de-France"
"411695",200057875,"93010","AF7777303","2019-12-05","2025-08-24","non connu","non connu","non connu","non connu","non connu","non connu","Pas de mandat en cours","","24 RUE ETIENNE DOLET 93140 BONDY","24 r etienne dolet 93140 Bondy","24 r etienne dolet",93140,"Bondy","non connu","non connu","non connu",0,2.477631,48.891932,"1988-11-30","non","non connu","oui","non connu",0,0,0,8,8,8,0,"DE_1975_A_1993","93010000BG0112","93010","000","BG","0112","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu",1,"","","","","Non","Non","",0,"Non","93010","Bondy","93010","Bondy",200057875,"T8 -  Est Ensemble","93","Seine-Saint-Denis","11","Ile-de-France"
"412619",200057875,"93010","AF7929789","2019-12-10","2025-08-24","non connu","non connu","non connu","non connu","non connu","non connu","Pas de mandat en cours","","SDC 40 ALLEE ALICE","40 all alice 93140 Bondy","40 all alice",93140,"Bondy","non connu","non connu","non connu",0,2.497762,48.901617,"1977-01-24","non","non connu","oui","non connu",NA,NA,NA,2,2,2,0,"non renseigné","930100000X0102","93010","000","0X","0102","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu",1,"","","","","Non","Non","",0,"Non","93010","Bondy","93010","Bondy",200057875,"T8 -  Est Ensemble","93","Seine-Saint-Denis","11","Ile-de-France"
"416858",200057875,"93010","AF8612459","2020-01-09","2025-08-24","non connu","non connu","non connu","non connu","non connu","non connu","Pas de mandat en cours","","SDC DU 5 ALLEE DES ALOUETTES","5 all des alouettes 93140 Bondy","5 all des alouettes",93140,"Bondy","non connu","non connu","non connu",0,2.496312,48.893465,"1980-02-28","non","non connu","oui","non connu",NA,NA,NA,2,2,2,0,"DE_1949_A_1960","93010000AQ0133","93010","000","AQ","0133","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu",1,"","","","","Non","Non","",0,"Non","93010","Bondy","93010","Bondy",200057875,"T8 -  Est Ensemble","93","Seine-Saint-Denis","11","Ile-de-France"
"417060",200057875,"93010","AF8641243","2020-01-10","2025-08-24","non connu","non connu","non connu","non connu","non connu","non connu","Pas de mandat en cours","","COPROPRIETE DU 73 RUE EDOUARD VAILLANT A BONDY","73 r edouard vaillant 93140 Bondy","73 r edouard vaillant",93140,"Bondy","non connu","non connu","non connu",0,2.483702,48.895762,"1992-02-27","non","non connu","oui","non connu",NA,NA,NA,3,2,1,1,"NON_CONNUE","93010000AL0060","93010","000","AL","0060","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu",1,"","","","","Non","Non","",0,"Non","93010","Bondy","93010","Bondy",200057875,"T8 -  Est Ensemble","93","Seine-Saint-Denis","11","Ile-de-France"
"418903",200057875,"93010","AF8945768","2020-01-21","2025-10-11","professionnel","HOMELAND 81834144800038","HOMELAND ","81834144800038","6832A","MONTREUIL","Mandat en cours","2026-09-30","LES DOCKS DE L'OURCQ","rte d'aulnay, 93140 Bondy","rte d'aulnay,",93140,"Bondy","non connu","non connu","non connu",0,2.47967423617735,48.9076212860397,"2019-02-25","non","non","oui","non connu",0,0,0,247,102,96,96,"A_COMPTER_DE_2011","930100000H0383","93010","000","0H","0383","930100000H0374","93010","000","0H","0374","","non connu","non connu","non connu","non connu",2,"","","","","Non","Non","",0,"Non","93010","BONDY","93010","Bondy",200057875,"T8 -  Est Ensemble","93","Seine-Saint-Denis","11","Ile-de-France"
"418905",200057875,"93010","AF8946261","2020-01-21","2025-08-24","professionnel","PICHET IMMOBILIER SERVICES 43229623400029","PICHET IMMOBILIER SERVICES ","43229623400029","6832A","PESSAC","Mandat en cours","2026-09-30","LES LUMIERES DE L OURCQ","39 Route d'Aulnay 93140 Bondy","39 Route d'Aulnay",93140,"Bondy","2 RUE NADIA MURAD - HALL C 93140 BONDY","2 Rue Nadia Murad 93140 Bondy","non connu",2,2.480135,48.908218,"2018-12-28","non","non","oui","non connu",0,0,0,76,22,22,54,"A_COMPTER_DE_2011","930100000H0001","93010","000","0H","0001","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu",1,"","","","","Non","Non","",0,"Non","93010","BONDY","93010","Bondy",200057875,"T8 -  Est Ensemble","93","Seine-Saint-Denis","11","Ile-de-France"
